City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
330,richards bay,-28.783,32.0377,21.899999999999977,97,3,1.43,ZA,1675822245
331,nefteyugansk,61.0998,72.6035,-31.080000000000013,100,53,2.36,RU,1675822543
332,praia,14.9215,-23.5087,19.69999999999999,60,75,9.26,CV,1675822543
333,rio gallegos,-51.6226,-69.2181,11.439999999999998,84,95,5.48,AR,1675822088
334,fayetteville,35.0527,-78.8784,12.110000000000014,60,0,2.57,US,1675822363
335,doda,33.1333,75.5667,5.009999999999991,55,77,2.49,IN,1675822544
336,ponta delgada,37.7333,-25.6667,12.800000000000011,82,40,5.66,PT,1675822245
337,kande,9.9578,1.0447,25.279999999999973,21,84,0.85,TG,1675822544
338,bambous virieux,-20.3428,57.7575,25.54000000000002,83,40,5.14,MU,1675822190
339,port macquarie,-31.4333,152.9167,25.44999999999999,62,85,2.75,AU,1675822299
340,dalby,-27.1833,151.2667,32.170000000000016,30,60,1.34,AU,1675822545
341,horta,38.5333,-28.6333,12.189999999999998,64,7,3.58,PT,1675822545
342,ketchikan,55.3422,-131.6461,3.3899999999999864,93,100,2.06,US,1675822547
343,bambanglipuro,-7.95,110.2833,24.69999999999999,86,100,2.28,ID,1675822302
344,broken hill,-31.95,141.4333,29.230000000000018,16,0,5.07,AU,1675822254
345,fairbanks,64.8378,-147.7164,-14.70999999999998,80,100,0.0,US,1675822292
346,goderich,43.7501,-81.7165,1.579999999999984,87,100,5.14,CA,1675822547
347,tezu,27.9167,96.1667,16.649999999999977,58,99,0.29,IN,1675822548
348,kuching,1.55,110.3333,28.850000000000023,86,20,1.54,MY,1675822354
349,sorland,67.667,12.6934,5.319999999999993,82,100,21.67,NO,1675822329
350,beira,-19.8436,34.8389,24.44999999999999,100,20,2.06,MZ,1675822548
351,tottori,35.5,134.2333,8.439999999999998,76,75,8.23,JP,1675822549
352,korla,41.7597,86.1469,-2.1399999999999864,85,14,0.89,CN,1675822296
353,pringsewu,-5.3582,104.9744,26.310000000000002,79,91,0.54,ID,1675822549
354,las cruces,32.3123,-106.7783,6.819999999999993,63,75,5.14,US,1675822268
355,chapais,49.7834,-74.8492,-5.720000000000027,96,100,4.72,CA,1675822266
356,tromso,69.6496,18.957,3.410000000000025,65,100,11.83,NO,1675822247
357,montepuez,-13.1256,38.9997,19.24000000000001,98,98,1.37,MZ,1675822550
358,rio grande,-32.035,-52.0986,22.74000000000001,72,0,6.33,BR,1675822280
359,sola,-13.8833,167.55,27.120000000000005,77,94,6.54,VU,1675822550
360,phan thiet,10.9333,108.1,27.910000000000025,57,22,2.85,VN,1675822271
361,lahij,13.1667,44.5833,18.939999999999998,72,36,1.12,YE,1675822551
362,hovd,48.0056,91.6419,-18.110000000000014,76,97,0.65,MN,1675822158
363,lecce,40.2167,18.1667,1.7799999999999727,53,14,3.56,IT,1675822551
364,rock sound,24.9,-76.2,22.79000000000002,64,0,10.03,BS,1675822333
365,beyneu,45.3167,55.2,-3.1399999999999864,71,100,10.33,KZ,1675822552
366,klaksvik,62.2266,-6.589,7.910000000000025,84,100,25.39,FO,1675822198
367,hualmay,-11.0964,-77.6139,22.279999999999973,83,21,2.96,PE,1675822324
368,honiara,-9.4333,159.95,28.579999999999984,73,100,3.05,SB,1675822552
369,inirida,3.8653,-67.9239,23.160000000000025,92,84,0.66,CO,1675822553
370,north bend,43.4065,-124.2243,9.910000000000025,49,100,3.09,US,1675822309
371,bereda,43.2686,-7.5406,-0.5199999999999818,92,52,1.48,ES,1675822048
372,saratov,51.5667,46.0333,-17.97,52,7,3.25,RU,1675822553
373,bindi,9.9167,-11.45,23.04000000000002,48,58,1.74,SL,1675822554
374,upernavik,72.7868,-56.1549,-30.689999999999998,96,48,1.79,GL,1675822179
375,bowen,-20.0167,148.2333,27.910000000000025,74,100,7.68,AU,1675822413
376,coffs harbour,-30.3,153.1333,24.379999999999995,61,75,2.57,AU,1675822554
377,parabel,58.6978,81.4825,-19.360000000000014,99,98,2.37,RU,1675822555
378,bargteheide,53.7333,10.2667,-3.8500000000000227,90,88,2.16,DE,1675822555
379,mulchen,-37.7167,-72.2333,19.379999999999995,44,0,3.63,CL,1675822556
380,presidencia roque saenz pena,-26.7852,-60.4388,28.069999999999993,35,35,1.23,AR,1675822256
381,karratha,-20.7377,116.8463,33.31,40,36,3.24,AU,1675822556
382,naryan-mar,67.6713,53.087,0.8500000000000227,91,100,9.56,RU,1675822556
383,grindavik,63.8424,-22.4338,-3.6299999999999955,86,75,16.98,IS,1675822290
384,guerrero negro,27.9769,-114.0611,17.670000000000016,30,0,2.89,MX,1675822557
385,padang,-0.9492,100.3543,27.430000000000007,58,79,0.55,ID,1675822557
386,portland,45.5234,-122.6762,8.480000000000018,86,20,4.12,US,1675822260
387,huai yot,7.7893,99.6348,29.129999999999995,74,45,3.1,TH,1675822558
388,bela,25.9333,81.9833,13.279999999999973,66,0,3.04,IN,1675822558
389,inhambane,-23.865,35.3833,24.769999999999982,87,8,3.0,MZ,1675822176
390,miri,4.4148,114.0089,28.480000000000018,74,20,2.06,MY,1675822559
391,itupiranga,-5.1347,-49.3267,24.579999999999984,96,100,1.27,BR,1675822559
392,agadez,19.75,10.25,17.75,20,100,1.77,NE,1675822559
393,novoagansk,61.9449,76.6625,-30.139999999999986,100,70,2.02,RU,1675822560
394,douentza,14.9951,-2.9517,23.470000000000027,18,70,0.88,ML,1675822560
395,boa vista,2.8197,-60.6733,26.389999999999986,69,40,5.66,BR,1675822561
396,port hedland,-20.3167,118.5667,32.43000000000001,58,8,2.57,AU,1675822229
397,provins,48.5833,3.1667,-0.39999999999997726,62,69,3.04,FR,1675822561
398,ouricuri,-7.8825,-40.0817,20.589999999999975,41,93,1.59,BR,1675822562
399,bac lieu,9.285,105.7244,26.74000000000001,72,30,6.45,VN,1675822175
400,dhidhdhoo,6.8833,73.1,26.110000000000014,72,44,3.29,MV,1675822562
401,borogontsy,62.6683,131.1683,-39.09,96,100,0.04,RU,1675822180
402,ossora,59.2353,163.0719,-23.610000000000014,82,86,2.53,RU,1675822283
403,donskoye,45.4552,41.9741,-8.529999999999973,96,100,4.51,RU,1675822563
404,flin flon,54.7682,-101.865,-2.8899999999999864,83,19,4.42,CA,1675822564
405,baghdad,33.3406,44.4009,8.350000000000023,61,0,4.12,IQ,1675822400
406,cartagena del chaira,1.3349,-74.8429,24.850000000000023,60,55,0.77,CO,1675822564
407,bumiayu,-8.0151,112.6347,23.160000000000025,89,100,0.99,ID,1675822565
408,huarmey,-10.0681,-78.1522,21.870000000000005,83,6,2.67,PE,1675822565
409,taldan,53.6667,124.8,-21.830000000000013,80,33,1.38,RU,1675822566
410,bathsheba,13.2167,-59.5167,22.74000000000001,94,40,5.14,BB,1675821976
411,olavarria,-36.8927,-60.3225,23.850000000000023,35,8,2.22,AR,1675822566
412,port keats,-14.25,129.55,30.970000000000027,61,7,3.94,AU,1675822554
413,raga,8.4596,25.678,20.00999999999999,20,5,3.13,SS,1675822567
414,vung tau,10.346,107.0843,26.029999999999973,75,24,6.3,VN,1675822567
415,dunedin,-45.8742,170.5036,15.279999999999973,46,61,7.65,NZ,1675822305
416,waipawa,-41.4122,175.5153,19.49000000000001,58,25,2.41,NZ,1675822568
417,bilma,18.6853,12.9164,18.829999999999984,21,100,2.95,NE,1675822568
418,harlingen,26.1906,-97.6961,22.75999999999999,88,40,8.23,US,1675822568
419,roald,62.5833,6.1333,6.910000000000025,57,76,8.75,NO,1675822569
420,kudahuvadhoo,2.6708,72.8944,26.220000000000027,72,37,2.6,MV,1675822569
421,moree,-29.4667,149.85,30.269999999999982,32,89,4.63,AU,1675822570
422,churapcha,62.0025,132.4325,-37.94999999999999,96,100,1.01,RU,1675822571
423,khorramshahr,30.4397,48.1664,9.379999999999995,76,0,0.0,IR,1675822571
424,ostrovnoy,68.0531,39.5131,-0.8899999999999864,75,3,11.13,RU,1675822198
425,pundaguitan,6.3711,126.1689,25.660000000000025,74,95,3.01,PH,1675822572
426,togur,58.3631,82.8265,-17.75,97,93,2.57,RU,1675822572
427,odienne,9.51,-7.5692,26.410000000000025,31,94,0.24,CI,1675822573
428,hasaki,35.7333,140.8333,8.620000000000005,68,100,9.42,JP,1675821878
429,buraydah,26.326,43.975,7.649999999999977,43,100,2.92,SA,1675822573
430,coihaique,-45.5752,-72.0662,16.370000000000005,67,75,1.03,CL,1675822273
431,cascais,38.6979,-9.4215,9.360000000000014,72,12,5.36,PT,1675822328
432,lac du bonnet,50.2536,-96.0612,-6.4599999999999795,93,7,3.22,CA,1675822574
433,sakaraha,-22.9,44.5333,19.870000000000005,88,100,3.9,MG,1675822574
434,kuragino,53.8975,92.6725,-11.589999999999975,97,100,1.72,RU,1675822575
435,abu samrah,35.3029,37.1841,2.25,80,97,2.45,SY,1675822576
436,jaguaruna,-28.615,-49.0256,21.230000000000018,91,9,2.64,BR,1675822576
437,nelidovo,56.2211,32.7774,-13.220000000000027,99,97,2.29,RU,1675822577
438,xudat,41.631,48.681,0.75,79,100,3.78,AZ,1675822577
439,groningen,53.25,6.75,-2.180000000000007,90,98,2.08,NL,1675822577
440,rodos,36.4408,28.2225,5.2099999999999795,45,20,4.63,GR,1675822578
441,tura,25.5198,90.2201,17.279999999999973,47,97,1.02,IN,1675822427
442,puerto madryn,-42.7692,-65.0385,19.230000000000018,51,0,3.74,AR,1675822578
443,gimli,50.6336,-96.9907,-6.589999999999975,86,15,3.09,CA,1675822579
444,necochea,-38.5473,-58.7368,21.079999999999984,81,18,6.46,AR,1675822178
445,lloydminster,53.2835,-110.0016,-1.4800000000000182,80,100,4.12,CA,1675822550
446,la joya,18.6667,-99.4667,24.620000000000005,39,1,2.22,MX,1675822580
447,barzas,55.7167,86.3167,-16.180000000000007,96,100,2.62,RU,1675822581
448,nemuro,43.3236,145.575,-3.8500000000000227,59,35,1.97,JP,1675822581
449,nome,64.5011,-165.4064,-22.560000000000002,77,0,0.0,US,1675822058
450,kayerkan,69.3497,87.7602,-23.50999999999999,98,100,2.42,RU,1675822582
451,kamaishi,39.2667,141.8833,2.319999999999993,78,100,3.57,JP,1675822582
452,kattivakkam,13.2167,80.3167,22.44999999999999,72,72,0.23,IN,1675822582
453,snezhnogorsk,69.1933,33.2531,-0.7200000000000273,79,39,9.66,RU,1675822583
454,north platte,41.1239,-100.7654,-1.089999999999975,83,0,3.13,US,1675822583
455,yakeshi,49.2833,120.7333,-21.25,98,100,1.34,CN,1675822584
456,kaberamaido,1.7389,33.1594,20.819999999999993,49,2,2.46,UG,1675822584
457,prainha,-1.8,-53.48,22.70999999999998,95,88,1.11,BR,1675822585
458,labuhan,-6.8844,112.2051,24.69999999999999,88,100,3.41,ID,1675822585
459,chernyy yar,48.0624,46.1091,-9.139999999999986,76,92,9.67,RU,1675822586
460,mutis,6.2262,-77.4044,25.310000000000002,87,78,0.54,CO,1675822586
461,carlisle,40.2015,-77.1889,4.5,69,100,1.39,US,1675822378
462,hay river,60.8156,-115.7999,-19.610000000000014,78,75,3.09,CA,1675822587
463,port augusta,-32.5,137.7667,33.69,14,0,1.42,AU,1675822519
464,cabo san lucas,22.8909,-109.9124,20.24000000000001,57,40,2.06,MX,1675822588
465,magaria,12.9983,8.9099,18.639999999999986,20,100,4.13,NE,1675822588
466,vanavara,60.34,102.2797,-18.710000000000008,97,100,1.07,RU,1675822589
467,covington,39.0837,-84.5086,11.300000000000011,91,100,4.12,US,1675822589
468,qasigiannguit,68.8193,-51.1922,-27.460000000000008,98,100,0.99,GL,1675822590
469,molina,-35.1167,-71.2833,24.25,50,100,2.57,CL,1675822590
470,manggar,-2.8833,108.2667,27.139999999999986,75,100,2.43,ID,1675822591
471,ojinaga,29.5667,-104.4167,11.930000000000007,47,0,9.26,MX,1675822591
472,atherton,53.5237,-2.4935,4.980000000000018,90,16,1.82,GB,1675822592
473,birnin kebbi,12.4539,4.1975,23.480000000000018,14,100,5.29,NG,1675822592
474,pawai,24.2667,80.1667,13.680000000000007,54,0,1.1,IN,1675822593
475,rumoi,43.9344,141.6428,-2.3600000000000136,58,100,6.5,JP,1675822594
476,wamba,8.9333,8.6,22.20999999999998,19,99,1.81,NG,1675822594
477,aguimes,27.9054,-15.4461,13.100000000000023,67,40,3.6,ES,1675822595
478,wairoa,-39.0333,177.3667,24.70999999999998,51,84,1.34,NZ,1675822595
479,sept-iles,50.2001,-66.3821,-7.240000000000009,86,100,4.47,CA,1675822254
480,konin,52.2234,18.2512,-1.759999999999991,73,100,2.55,PL,1675822596
481,kenai,60.5544,-151.2583,-2.5500000000000114,97,100,5.14,US,1675822151
482,ascope,-7.7144,-79.1078,21.029999999999973,70,57,1.76,PE,1675822597
483,san ignacio,17.1561,-89.0714,22.480000000000018,88,0,2.06,BZ,1675822317
484,buchanan,5.8808,-10.0467,24.660000000000025,91,100,2.38,LR,1675822597
485,yulara,-25.2406,130.9889,34.98000000000002,18,0,3.01,AU,1675822171
486,ayan,56.45,138.1667,-28.47999999999999,62,22,3.33,RU,1675822598
487,tahe,52.3333,124.7333,-18.590000000000003,85,86,1.32,CN,1675822598
488,san jeronimo,-11.9472,-75.2829,9.689999999999998,79,72,1.15,PE,1675822324
489,okahandja,-21.9833,16.9167,17.70999999999998,78,50,2.38,NA,1675822599
490,valparaiso,-33.0393,-71.6273,15.199999999999989,94,0,1.54,CL,1675822211
491,kupang,-10.1667,123.5833,29.720000000000027,79,20,4.12,ID,1675822219
492,loubomo,-4.1997,12.6739,21.569999999999993,93,99,0.52,CG,1675822600
493,colac,-38.3333,143.5833,21.160000000000025,36,37,1.46,AU,1675822600
494,marawi,7.9986,124.2928,24.139999999999986,60,94,1.73,PH,1675822330
495,hobyo,5.3505,48.5268,24.45999999999998,69,97,6.88,SO,1675822551
496,voskresenskoye,56.8381,45.4317,-15.300000000000011,97,100,3.26,RU,1675822601
497,andrews,32.3187,-102.5457,5.6200000000000045,70,100,3.09,US,1675822601
498,san andres,12.5847,-81.7006,26.410000000000025,78,40,7.2,CO,1675822318
499,spasskoye,44.6108,132.7969,-12.29000000000002,87,89,2.83,RU,1675822602
500,rorvik,64.8621,11.2373,4.4599999999999795,70,20,6.17,NO,1675822428
501,tokur,53.1333,132.9,-29.830000000000013,93,100,0.51,RU,1675822338
502,asfi,32.2994,-9.2372,12.689999999999998,79,0,5.9,MA,1675822602
503,amahai,-3.3333,128.9167,28.75,65,95,1.52,ID,1675822602
504,san pedro del pinatar,37.8357,-0.791,10.579999999999984,62,100,3.58,ES,1675822603
505,varangaon,21.0167,75.9,17.79000000000002,33,0,2.17,IN,1675822603
506,ornskoldsvik,63.2909,18.7153,-2.069999999999993,93,75,1.03,SE,1675822604
507,salamanca,40.8333,-6.0,3.079999999999984,92,14,3.76,ES,1675822604
508,susuman,62.7833,148.1667,-32.78,94,99,0.65,RU,1675822604
509,nhulunbuy,-12.2333,136.7667,29.74000000000001,74,75,3.6,AU,1675822605
510,anaconda,46.1285,-112.9423,1.9499999999999886,89,95,2.98,US,1675822605
511,antiguo morelos,22.5495,-99.0812,21.279999999999973,70,4,1.7,MX,1675822606
512,bonaventure,48.0457,-65.4926,-7.300000000000011,79,100,2.57,CA,1675822606
513,haines junction,60.7522,-137.5108,-10.360000000000014,97,24,1.9,CA,1675822288
514,jodhpur,26.2867,73.03,15.600000000000023,28,0,2.18,IN,1675822606
515,sidi ali,36.0998,0.4206,9.399999999999977,79,100,1.5,DZ,1675822497
516,henties bay,-22.116,14.2845,17.54000000000002,89,47,2.06,NA,1675822160
517,tiarei,-17.5333,-149.3333,29.410000000000025,63,1,2.49,PF,1675822607
518,dafeng,23.4517,108.5881,14.069999999999993,97,100,1.18,CN,1675822607
519,beloha,-25.1667,45.05,22.49000000000001,79,100,3.44,MG,1675822608
520,lyubertsy,55.6778,37.8833,-6.829999999999984,96,44,2.62,RU,1675822608
521,venado tuerto,-33.7456,-61.9688,25.379999999999995,32,0,1.99,AR,1675822609
522,ray,23.6833,85.05,17.829999999999984,41,0,1.64,IN,1675822609
523,bobon,12.5246,124.5636,25.399999999999977,82,100,4.93,PH,1675822609
524,lakselv,70.0513,24.9718,0.30000000000001137,64,51,7.72,NO,1675822610
525,marsabit,2.3284,37.9899,19.110000000000014,43,2,2.25,KE,1675822610
526,luquillo,18.3725,-65.7166,25.370000000000005,73,40,5.66,PR,1675822611
527,san ramon,37.7799,-121.978,12.129999999999995,70,0,3.6,US,1675822611
528,nishihara,26.1842,127.7558,21.20999999999998,71,40,5.66,JP,1675822611
529,moron,-34.6534,-58.6198,27.180000000000007,73,0,4.05,AR,1675822234
530,pokhara,28.2333,83.9833,12.480000000000018,49,44,1.95,NP,1675822503
531,bardiyah,31.7561,25.0865,10.310000000000002,77,49,4.71,LY,1675822612
532,rostovka,55.3842,71.8891,-23.080000000000013,100,91,2.57,RU,1675822612
533,abu dhabi,24.4667,54.3667,21.45999999999998,60,0,2.06,AE,1675822159
534,kapoeta,4.7717,33.5903,26.060000000000002,30,5,2.3,SS,1675822613
535,aykhal,66.0,111.5,-39.08000000000001,100,82,1.25,RU,1675822355
536,san policarpo,12.1791,125.5072,26.779999999999973,74,100,6.6,PH,1675822613
537,ust-uda,54.1742,103.0304,-20.379999999999995,100,100,1.0,RU,1675822614
538,yaan,7.3833,8.5667,25.389999999999986,16,27,1.66,NG,1675822253
539,saint-joseph,-21.3667,55.6167,23.610000000000014,80,70,6.26,RE,1675822338
540,careiro da varzea,-3.2003,-59.8119,24.74000000000001,94,66,1.35,BR,1675822614
541,pacifica,37.6138,-122.4869,13.050000000000011,77,40,6.17,US,1675822614
542,grootfontein,-19.5667,18.1167,17.160000000000025,88,100,1.03,NA,1675822615
543,alcains,39.9164,-7.4566,7.1299999999999955,85,100,4.16,PT,1675822615
544,lahaina,20.8783,-156.6825,25.980000000000018,87,20,4.85,US,1675822616
545,warrnambool,-38.3833,142.4833,17.69999999999999,63,54,6.32,AU,1675822351
